total.credit.card.limit,avg.percentage_credit_card_limit_used_last_year,saving.amount,checking.amount,yearly.salary,age,dependent.number,loan.repaid
3900,0.99,876,1212,20100,68,5,No
3100,0.99,758,3320,44700,42,4,Yes
8600,0.99,4224,1449,25700,44,2,Yes
3100,0.99,794,4218,39400,66,3,Yes
5000,0.99,423,1626,39100,49,2,Yes
6800,0.99,1152,7283,46000,36,6,Yes
3600,0.99,851,2152,0,73,5,No
2700,0.99,22,1565,25500,30,6,No
4500,0.99,3341,5809,44400,25,2,Yes
1800,0.99,703,2207,15400,35,2,No
6600,0.99,4085,5260,26400,27,6,Yes
4300,0.99,2718,5834,34500,76,1,Yes
5400,0.99,4083,4697,18700,58,1,Yes
5200,0.99,606,1384,29500,20,2,No
1700,0.99,894,942,18300,74,3,Yes
800,0.99,914,628,18000,35,5,No
600,0.99,223,2388,29900,38,1,No
2100,0.99,3766,4779,50400,54,2,Yes
5600,0.99,4021,6984,49300,57,3,Yes
5300,0.99,1889,2067,18100,72,8,No
4100,0.99,3683,3140,36300,21,2,Yes
4600,0.99,1214,2833,14000,37,6,No
4300,0.99,2884,4496,36700,42,5,Yes
6500,0.99,1366,3141,45000,75,4,Yes
2900,0.99,3718,3165,23600,39,2,Yes
2900,0.99,1056,3688,22600,39,1,Yes
7600,0.99,5577,3668,44400,54,6,Yes
4700,0.99,1276,1979,30800,57,1,No
4300,0.99,776,2272,42500,42,8,No
7600,0.99,485,2390,41600,26,7,Yes
6000,0.99,2165,1080,16100,25,1,Yes
5600,0.99,1619,2911,31300,38,1,No
4600,0.99,709,2206,48000,52,7,Yes
3500,0.99,963,1947,21100,21,2,No
6700,0.99,3036,2034,23000,26,6,Yes
4100,0.99,898,2413,10300,55,1,No
1800,0.99,1062,3961,10700,37,2,No
1500,0.99,1291,5060,0,23,2,No
2500,0.99,1738,1395,45000,35,8,No
3400,0.99,995,2815,26000,29,3,No
2100,0.99,4501,5540,28100,58,6,Yes
5600,0.99,1687,2244,17400,36,8,No
5300,0.99,954,2730,0,33,1,No
3400,0.99,1880,2291,40800,42,1,Yes
3300,0.99,1390,2664,19500,19,8,No
5800,0.99,1127,5790,26600,24,4,Yes
3300,0.99,3739,6198,36200,47,3,Yes
2200,0.99,1989,2015,18600,47,1,No
5600,0.99,1591,2543,51500,28,4,Yes
8700,0.99,491,5334,33200,37,5,Yes
4800,0.99,664,5696,46200,19,1,Yes
5200,0.99,4564,7846,26300,50,2,Yes
3300,0.99,4614,1168,35100,33,2,Yes
1000,0.99,804,1642,18800,42,2,No
6900,0.99,4016,8521,29800,37,2,Yes
5200,0.99,553,1666,0,40,8,No
5000,0.99,2388,4660,29700,46,7,Yes
2000,0.99,953,121,23500,64,5,No
2200,0.99,4840,7133,29700,19,8,Yes
3500,0.99,795,3204,19900,51,3,Yes
2500,0.99,563,976,34800,43,6,No
1700,0.99,263,482,25900,65,5,No
1700,0.99,1197,1394,0,56,6,No
4400,0.99,1349,4192,31300,36,8,No
7100,0.99,1427,1652,27600,57,6,No
3500,0.99,985,4021,0,40,2,No
4800,0.99,1560,949,20900,43,2,No
6000,0.99,1168,2897,23700,24,2,Yes
7200,0.99,1521,6513,62800,43,1,Yes
4500,0.99,1463,1518,22400,63,3,No
7000,0.99,633,2074,32800,40,8,No
5300,0.99,175,218,24500,36,1,No
8000,0.99,3764,7582,0,78,3,Yes
6800,0.99,5506,3155,21400,22,6,Yes
5200,0.99,818,93,25100,47,2,No
3600,0.99,540,2267,28000,38,5,No
3300,0.99,1122,1911,0,54,1,No
3300,0.99,1282,5297,41800,62,6,Yes
5400,0.99,5805,5091,21800,61,6,Yes
3700,0.99,590,3376,29200,18,8,No
3300,0.99,2026,1919,30200,50,3,No
1600,0.99,2648,6434,38000,65,1,Yes
3500,0.99,1907,1495,38400,36,8,Yes
8500,0.99,1731,1307,27400,21,1,Yes
3500,0.99,225,1418,22000,44,3,No
3800,0.99,5507,1280,49100,21,3,Yes
3000,0.99,2455,7595,45400,40,3,Yes
1100,0.99,582,3236,17500,26,6,No
2600,0.99,3604,6386,42500,18,4,Yes
7800,0.99,72,1873,31200,30,2,Yes
1900,0.99,1012,2695,49500,25,8,No
6000,0.99,1837,4726,26600,67,7,Yes
1300,0.99,787,3140,27700,28,2,No
2500,0.99,670,1519,19300,36,8,No
4200,0.99,3092,6041,44900,53,1,Yes
3200,0.99,928,1298,20800,48,1,Yes
8800,0.99,2323,3229,39400,23,2,Yes
5600,0.99,3295,4813,31700,26,1,Yes
7600,0.99,5204,941,57400,21,0,Yes
2400,0.99,1294,2370,33700,22,5,No
3300,0.99,940,3310,19100,58,4,No
6300,0.99,375,1456,15500,52,2,Yes
5900,0.99,1643,2309,500,48,3,Yes
5100,0.99,388,470,32100,30,1,No
7400,0.99,3099,7578,30700,51,5,Yes
4400,0.99,3165,2778,28300,27,1,Yes
3000,0.99,1434,2392,29600,34,4,No
5200,0.99,1938,6659,21900,48,3,Yes
3300,0.99,995,2536,31100,66,8,No
7100,0.99,3899,2619,40000,36,3,Yes
600,0.99,520,411,36600,28,2,No
5300,0.99,2335,5401,69000,44,4,Yes
11000,0.99,2782,7665,30700,36,1,Yes
6100,0.99,4629,4459,14800,46,8,Yes
6600,0.99,851,3209,43000,48,5,No
4300,0.99,384,2765,0,31,8,No
2300,0.99,9336,4043,30700,62,5,Yes
5800,0.99,1168,2032,25000,49,8,No
2100,0.99,664,2103,27500,41,3,No
1900,0.99,1619,2727,38100,26,4,No
2900,0.99,1188,4439,38600,43,3,Yes
9500,0.99,634,5000,54100,42,2,Yes
3500,0.99,1285,2197,34400,32,8,No
3600,0.99,5406,5122,18000,35,1,Yes
4600,0.99,4099,7231,29500,31,4,Yes
1800,0.99,1202,1748,9200,31,2,No
6300,0.99,3022,2437,38200,41,4,Yes
5100,0.99,1280,1366,68000,18,3,Yes
4800,0.99,1032,5943,27300,49,8,Yes
5300,0.99,553,1402,47600,43,1,Yes
1800,0.99,1823,459,23900,42,7,No
3000,0.99,1742,2299,42500,48,3,No
2400,0.99,1462,8050,51900,43,2,Yes
5700,0.99,616,2480,40900,28,1,No
5800,0.99,545,133,46800,35,6,Yes
2500,0.99,1173,2036,29900,61,8,No
3800,0.99,2060,2793,6900,29,6,No
8200,0.99,4242,6708,40600,49,0,Yes
2000,0.99,846,901,15100,49,1,No
5100,0.99,2246,6939,39700,39,1,Yes
4100,0.99,480,2070,28500,51,2,No
1000,0.99,696,4529,46600,26,6,No
6800,0.99,1397,2042,0,36,5,No
6200,0.99,3139,836,24300,47,1,Yes
4800,0.99,2485,2172,40800,38,2,Yes
6800,0.99,926,4379,27900,48,1,Yes
2100,0.99,1022,1663,0,35,1,No
500,0.99,1549,1883,31700,46,1,No
3300,0.99,1524,2478,24100,34,8,Yes
3800,0.99,1149,1814,12100,44,3,No
6600,0.99,1324,3008,20600,29,4,Yes
2700,0.99,1233,1533,22300,43,6,No
7500,0.99,2829,2135,32600,31,1,Yes
3800,0.99,1339,2923,20600,23,1,No
5400,0.99,1029,1984,18000,53,0,Yes
6000,0.99,175,2826,27900,24,0,Yes
2800,0.99,810,1867,0,54,2,No
3000,0.99,1116,3854,25700,48,0,Yes
3600,0.99,1491,638,21700,48,3,No
5600,0.99,2455,2545,31200,42,1,Yes
5200,0.99,266,4695,25700,37,3,Yes
2300,0.99,693,1218,17900,34,8,No
5600,0.99,1164,1734,18700,46,7,No
2200,0.99,2118,1413,55400,23,1,Yes
2300,0.99,2018,2949,25100,43,8,No
4600,0.99,1186,2345,0,21,8,No
5800,0.99,2643,2819,36500,46,2,Yes
3200,0.99,690,2055,11900,54,8,No
1500,0.99,527,2059,4300,55,8,No
6400,0.99,3294,4501,32200,45,1,Yes
4600,0.99,3006,7172,34900,24,2,Yes
2900,0.99,1139,2755,29400,40,2,No
4400,0.99,6507,2622,8300,50,5,Yes
5100,0.99,2763,5458,20000,61,4,Yes
3800,0.99,473,1950,14700,34,1,No
1200,0.99,2056,4341,23000,31,6,Yes
4300,0.99,736,1838,0,52,4,No
3800,0.99,3118,154,26300,37,5,Yes
4700,0.99,281,2560,48300,51,1,Yes
8200,0.99,634,478,42300,44,1,Yes
4400,0.99,2637,8295,28600,42,8,Yes
2600,0.99,2747,3390,12800,35,6,Yes
3200,0.99,2694,2636,35900,29,8,Yes
1300,0.99,970,1193,30300,33,2,No
3700,0.99,566,3214,27200,60,2,No
5800,0.99,1968,1853,44700,37,3,Yes
5700,0.99,1042,3159,30200,46,2,No
3500,0.99,937,2051,30200,33,3,No
5700,0.99,850,1167,19600,45,1,No
2100,0.99,1598,2162,28900,48,4,No
4000,0.99,1830,908,16700,62,1,No
6200,0.99,1967,1129,21800,34,4,Yes
3600,0.99,896,1823,12600,21,3,No
1100,0.99,1367,2823,19800,56,5,No
2100,0.98,1288,2179,40700,33,7,No
3500,0.98,934,1274,0,21,8,No
2100,0.98,1322,474,20900,44,8,No
6300,0.98,4113,2312,51500,35,3,Yes
6200,0.98,3740,4086,37100,31,7,Yes
3200,0.98,812,1566,17600,62,8,No
7400,0.98,4266,6033,7400,36,6,Yes
6800,0.98,2194,3469,12700,74,0,Yes
4900,0.98,1554,3546,30800,18,4,Yes
1600,0.98,883,1978,40900,34,3,No
2500,0.98,27,2780,24400,62,4,No
3000,0.98,1262,1575,15300,39,3,No
4200,0.98,665,2616,14600,60,3,No
2300,0.98,3998,4349,12000,38,4,Yes
11900,0.98,2576,6009,32400,44,1,Yes
3400,0.98,849,2333,22200,45,1,No
7000,0.98,2570,5834,17500,52,4,Yes
3200,0.98,777,1099,31900,48,2,No
4900,0.98,1822,6248,48300,40,1,Yes
1400,0.98,341,2121,15500,23,2,No
900,0.98,776,1966,0,35,1,No
8700,0.98,441,6706,0,76,3,Yes
6000,0.98,667,792,0,29,2,No
2900,0.98,1543,813,6100,47,0,No
3300,0.98,1455,1831,13100,46,5,No
4000,0.98,2772,4959,31500,30,5,Yes
6500,0.98,469,3420,21200,43,1,No
5500,0.98,2848,4500,23000,31,2,Yes
7500,0.98,4645,4253,42500,45,2,Yes
4800,0.98,1254,2914,28600,25,8,No
5600,0.98,5633,5608,51700,33,3,Yes
2000,0.98,417,1447,27100,69,2,No
1400,0.98,426,438,0,26,3,No
2400,0.98,1305,1808,33800,47,1,No
4700,0.98,722,3353,20200,29,2,No
6200,0.98,3630,4715,23000,45,3,Yes
2800,0.98,1056,2344,21200,29,3,No
2700,0.98,826,2172,22900,18,1,No
7500,0.98,1575,4842,60900,54,2,Yes
5900,0.98,3730,2706,42600,38,1,Yes
2800,0.98,2060,4355,24600,39,1,Yes
5000,0.98,1648,6681,56600,61,5,Yes
4200,0.98,3162,7807,37400,45,8,Yes
3000,0.98,796,1288,28700,25,2,No
5000,0.98,588,2373,25800,29,8,No
900,0.98,1039,2015,25100,40,5,No
2800,0.98,2154,7216,41000,58,1,Yes
4000,0.98,73,2644,18300,18,3,No
4000,0.98,677,1768,14200,48,1,No
4000,0.98,1643,852,27700,52,8,No
4900,0.98,1777,4711,30300,66,1,Yes
7900,0.98,3582,6754,34200,26,2,Yes
2400,0.98,1083,1494,31400,36,1,No
6200,0.98,1057,428,12600,46,1,Yes
7700,0.98,4394,1393,32900,50,4,Yes
3600,0.98,894,1694,0,39,3,No
2100,0.98,987,2227,15700,43,3,No
5900,0.98,3491,5323,21100,38,5,Yes
3300,0.98,880,974,40600,40,5,Yes
3200,0.98,652,2607,42200,38,7,No
4900,0.98,503,1147,21400,27,4,No
5300,0.98,113,6101,40200,45,0,Yes
4200,0.98,5925,3089,35900,40,6,Yes
5100,0.98,4602,3256,14800,61,5,Yes
4300,0.98,1855,1791,31600,35,7,No
7600,0.98,892,2160,14700,41,1,No
3800,0.98,845,3713,70300,51,2,Yes
2300,0.98,363,3709,41300,27,2,Yes
4500,0.98,1145,685,0,47,0,No
3400,0.98,2267,6300,29800,28,1,Yes
7900,0.98,295,6791,56400,29,8,Yes
6100,0.98,2686,998,45100,67,4,Yes
3300,0.98,616,2624,18200,26,6,No
4200,0.98,2492,2510,14000,39,8,Yes
3500,0.98,964,6649,29700,60,3,Yes
4700,0.98,2156,5447,34400,66,3,Yes
6900,0.98,577,2673,26700,26,0,No
2800,0.98,1207,1783,0,43,8,No
6400,0.98,5176,2583,38500,38,3,Yes
2900,0.98,795,1554,36100,55,3,No
7500,0.98,230,1199,31100,33,6,No
6900,0.98,2891,3592,43800,27,7,Yes
7300,0.98,2067,6089,74600,43,4,Yes
3100,0.98,749,744,23600,65,1,No
7800,0.98,607,5195,49400,48,1,Yes
1000,0.98,1563,1016,18800,32,8,No
5000,0.98,1255,5695,48200,30,8,Yes
2100,0.98,1019,2686,20700,47,8,No
5400,0.98,1363,594,0,49,8,No
4400,0.98,1155,5381,24500,19,1,Yes
5000,0.98,3087,608,45800,56,1,Yes
3600,0.98,790,4032,11700,55,3,No
7900,0.98,807,3628,0,31,8,No
4200,0.98,3991,5267,33100,36,3,Yes
7400,0.98,397,3659,59400,44,1,Yes
4200,0.98,2786,2198,43500,51,5,Yes
2700,0.98,994,1395,15100,57,7,No
4100,0.98,240,6153,32300,64,0,Yes
4500,0.98,1713,6072,12200,55,5,Yes
3300,0.98,2977,5866,32500,32,2,Yes
2800,0.98,875,1161,15000,40,3,No
1700,0.98,1206,2303,30600,29,1,No
3700,0.98,5030,2963,27900,32,4,Yes
1200,0.98,1793,2081,9800,42,3,No
2300,0.98,572,3023,31200,51,1,No
1700,0.98,1892,5638,31400,54,1,Yes
1000,0.98,1010,1708,43900,33,1,No
6000,0.98,597,7408,32300,33,2,Yes
2300,0.98,22,3512,53500,57,1,Yes
3500,0.98,1551,548,26100,56,2,No
4800,0.98,324,3493,15400,54,3,No
3900,0.98,1021,1369,27800,44,8,No
4100,0.98,2108,2897,42700,29,3,Yes
6600,0.98,137,3072,10100,31,6,No
2100,0.98,596,2420,25800,41,2,No
3100,0.98,1890,2947,0,48,6,No
3000,0.98,1164,6084,23400,33,5,Yes
5100,0.98,3369,3951,44600,48,5,Yes
3800,0.98,1944,6176,33100,69,1,Yes
2800,0.98,1079,1660,0,44,1,No
4300,0.98,3189,5742,20900,28,2,Yes
2500,0.98,5237,2760,30900,36,6,Yes
2800,0.98,4083,4193,34300,36,8,Yes
7500,0.98,1715,2836,0,25,3,No
5500,0.98,2216,2609,13200,31,3,No
2500,0.98,273,2218,29400,42,8,No
2000,0.98,425,356,0,26,2,No
4200,0.98,800,2700,22500,18,4,No
2700,0.98,1681,3669,24500,31,8,Yes
5300,0.98,2036,1375,46200,50,8,Yes
1400,0.98,1220,3287,0,38,8,No
2900,0.98,3802,6907,25900,43,8,Yes
4500,0.98,1745,3254,21600,25,2,No
5400,0.98,4433,5369,55100,37,2,Yes
9300,0.98,1592,4957,24400,48,6,Yes
3000,0.98,3620,5355,22400,40,3,Yes
2100,0.98,3462,1608,48600,39,5,Yes
4300,0.98,863,1444,4900,31,8,No
3000,0.98,702,1953,21500,24,4,No
6300,0.98,733,2874,64100,55,0,Yes
3100,0.98,790,4901,28700,44,5,No
3800,0.98,1590,1250,12300,29,8,No
2700,0.98,1599,2809,0,74,2,No
5200,0.98,4239,7536,43000,23,1,Yes
6400,0.98,607,4259,28200,21,4,Yes
2200,0.98,1391,2732,28000,23,2,No
3400,0.98,521,23,18100,34,4,No
7500,0.98,3384,3047,17700,28,3,Yes
4200,0.98,1066,749,26800,38,1,No
4000,0.98,448,2126,0,47,8,No
5000,0.98,5021,1911,54300,39,4,Yes
2200,0.98,1688,2608,0,19,8,No
2400,0.98,3744,5397,22200,51,1,Yes
4000,0.98,2264,6483,12400,62,3,Yes
2000,0.98,808,953,20100,45,2,No
6300,0.98,2241,464,23400,44,8,Yes
3200,0.98,756,2204,35300,49,8,No
8700,0.98,709,7473,41400,26,2,Yes
2600,0.98,1033,1846,31300,49,5,No
7800,0.98,2111,788,11500,20,5,No
5800,0.98,1393,919,30300,37,7,Yes
2500,0.98,3463,2226,34100,43,8,Yes
5800,0.98,87,1644,32100,55,2,Yes
5900,0.98,1369,2462,35700,42,1,No
3200,0.98,4554,2949,32900,24,2,Yes
6200,0.98,445,2903,46700,30,3,Yes
6100,0.98,624,3414,44700,37,6,Yes
2800,0.98,3528,3578,35200,38,1,Yes
1900,0.98,644,3087,34800,22,7,No
3000,0.98,952,2658,19400,73,8,No
5100,0.98,1028,1254,21500,21,8,No
7500,0.98,1233,2328,11600,67,8,Yes
3000,0.98,798,2418,17500,47,5,No
6200,0.98,2555,4466,49600,57,4,Yes
4600,0.98,655,2995,0,59,3,No
2500,0.98,1098,1258,38300,34,2,No
2700,0.98,1708,3274,11900,41,3,No
4000,0.98,1385,2198,30100,49,2,No
5100,0.98,634,3132,36200,34,1,Yes
4500,0.98,4070,5459,17500,42,1,Yes
4000,0.98,4404,406,17600,35,1,Yes
3300,0.98,3234,5632,33400,18,2,Yes
6100,0.98,2810,6305,37400,34,3,Yes
4900,0.98,3277,2846,25200,52,4,Yes
3200,0.98,1024,5205,38900,27,1,Yes
2300,0.98,854,670,0,35,3,No
3100,0.98,4973,4801,15200,49,1,Yes
4600,0.98,1056,6145,27400,51,3,Yes
8300,0.98,3338,6661,13900,21,5,Yes
5300,0.98,1175,5883,16000,37,1,Yes
6100,0.98,1860,1460,48700,35,8,Yes
7500,0.98,2677,3260,37400,27,5,Yes
5400,0.98,800,111,22000,24,2,No
4300,0.98,896,1643,29700,47,3,No
4100,0.98,1328,1342,29300,36,8,No
5600,0.98,3146,3572,32200,30,2,Yes
2200,0.98,572,3229,26900,56,8,No
7800,0.98,5646,3374,38300,49,2,Yes
3600,0.98,1351,6658,35500,56,7,Yes
3500,0.98,326,1647,19000,65,4,No
5300,0.98,2738,3532,46500,27,1,Yes
3500,0.98,433,1024,0,47,1,No
1700,0.98,432,321,28200,54,4,No
4400,0.98,1393,1889,58500,22,3,Yes
4600,0.98,658,1789,28900,19,2,No
6300,0.98,5068,6884,51600,30,2,Yes
2500,0.98,654,1489,0,35,7,No
5700,0.98,3870,2923,41900,36,0,Yes
4800,0.98,3233,6570,50000,36,8,Yes
4800,0.98,2095,9260,62400,69,7,Yes
3700,0.98,1135,2410,0,36,5,No
2100,0.98,971,787,29600,46,4,No
4300,0.98,4265,2019,38100,34,3,Yes
5800,0.98,1478,4252,19800,31,2,Yes
7200,0.98,4490,2765,40300,33,5,Yes
6200,0.98,2139,5730,29300,44,2,Yes
4200,0.98,1502,1118,0,28,7,No
2300,0.98,1165,2896,35800,38,8,No
4300,0.98,4364,5811,46700,40,1,Yes
6900,0.98,3860,4560,10800,54,7,Yes
6800,0.98,1051,1780,0,53,2,No
2500,0.98,1769,992,39300,53,2,No
7800,0.98,3387,1944,49800,26,1,Yes
4700,0.98,902,5672,41000,47,4,Yes
2200,0.98,789,3161,16400,58,5,No
4700,0.98,1039,4139,0,47,8,No
3300,0.98,718,2579,10100,63,8,No
3100,0.98,288,3256,0,49,8,No
4300,0.98,1612,1953,23500,35,2,No
3000,0.98,1086,2628,37900,46,1,No
3800,0.98,5201,1683,31900,41,3,Yes
4900,0.98,668,7812,36400,43,2,Yes
3100,0.98,6694,7117,52000,30,1,Yes
3000,0.98,1119,1784,0,24,3,No
4000,0.98,65,981,0,39,8,No
6800,0.98,772,6773,22000,33,0,Yes
2800,0.98,1226,5351,24900,25,2,No
6000,0.98,2357,2359,20200,50,3,Yes
2700,0.98,2341,5683,45900,49,8,Yes
6300,0.98,612,4647,25800,31,2,Yes
1900,0.98,340,3256,28000,61,3,No
4100,0.98,624,691,17800,56,3,No
4100,0.98,1017,1356,9400,21,8,No
1000,0.98,615,1047,0,52,5,No
5800,0.98,1455,2106,12000,39,6,No
3000,0.98,544,3202,33400,35,1,No
4200,0.98,20,1224,31800,44,2,Yes
2800,0.98,465,3432,29000,31,1,No
4300,0.98,1487,1731,18600,65,1,No
4400,0.98,773,716,26800,38,1,No
4600,0.98,4021,5006,25400,47,4,Yes
4700,0.98,2400,3912,30900,56,2,Yes
1000,0.98,373,3019,0,25,8,No
3200,0.98,2981,4054,15800,35,2,Yes
5600,0.98,2213,4101,40900,28,3,Yes
2600,0.98,6183,4513,0,22,4,Yes
2500,0.98,1262,2169,46900,22,8,No
5400,0.98,2626,6428,24400,29,8,Yes
4600,0.98,1158,2283,35600,46,1,No
7400,0.98,3191,4410,44500,67,4,Yes
1100,0.98,255,3623,0,24,6,No
5500,0.97,2794,8720,34300,18,5,Yes
2000,0.97,624,2135,14600,37,2,No
4800,0.97,2788,5646,26600,68,2,Yes
3200,0.97,1652,2496,5800,48,4,No
8000,0.97,3152,3832,5100,30,8,Yes
2800,0.97,2195,183,0,31,3,No
5100,0.97,414,1860,0,60,2,No
5100,0.97,1000,762,19600,71,7,No
4400,0.97,908,2983,23700,50,8,No
1400,0.97,176,653,30900,30,0,No
2900,0.97,459,1209,16000,42,0,No
4100,0.97,959,2469,5600,31,8,No
2600,0.97,720,2887,45800,60,2,No
1600,0.97,4901,4095,37200,54,8,Yes
4000,0.97,5,1617,23300,29,1,No
5700,0.97,4879,5819,27900,41,8,Yes
4000,0.97,3578,8055,20400,25,8,Yes
3000,0.97,851,211,11900,28,1,No
2300,0.97,147,2092,20100,52,1,No
5000,0.97,1040,3910,18400,18,8,No
1700,0.97,1185,1601,27800,33,8,No
3000,0.97,3522,2778,34900,31,1,Yes
6300,0.97,2829,3629,40400,47,5,Yes
2000,0.97,3704,2879,61700,53,3,Yes
5600,0.97,1916,5968,41900,25,1,Yes
2100,0.97,1451,2808,31400,58,2,No
3300,0.97,1293,1801,38300,24,4,No
5800,0.97,3044,5503,54700,33,2,Yes
6000,0.97,1301,2582,0,37,1,No
4300,0.97,1093,2017,30300,52,5,No
1600,0.97,1130,1757,5800,43,7,No
2900,0.97,3190,8268,37800,38,4,Yes
8200,0.97,2636,4437,37100,28,8,Yes
3900,0.97,1045,1329,0,42,1,No
3400,0.97,1313,3062,25300,29,2,No
4500,0.97,4374,221,48400,52,4,Yes
3400,0.97,1051,3955,40200,53,1,No
7500,0.97,3822,9237,50400,36,0,Yes
4400,0.97,490,3655,37200,34,2,Yes
2200,0.97,5406,6290,37700,56,8,Yes
6800,0.97,2768,24,32300,60,8,Yes
6200,0.97,5219,5208,40800,30,2,Yes
4600,0.97,1655,2259,36000,39,7,No
3500,0.97,4429,5096,26600,32,3,Yes
3100,0.97,1110,2931,0,43,2,Yes
6400,0.97,701,3991,10700,43,8,Yes
4100,0.97,1567,5005,32700,56,0,Yes
5300,0.97,3944,799,39300,40,1,Yes
2600,0.97,1209,6085,71900,56,8,Yes
8000,0.97,4543,9866,30200,21,1,Yes
6300,0.97,1035,7268,50400,54,1,Yes
5300,0.97,1119,7822,18500,49,1,Yes
5600,0.97,1292,1101,16900,46,1,Yes
3600,0.97,608,1654,9100,43,1,No
10400,0.97,4485,6023,57500,36,3,Yes
6100,0.97,1591,5762,29600,48,8,Yes
6200,0.97,3709,1881,45100,57,5,Yes
5600,0.97,1225,3506,21300,23,7,Yes
4000,0.97,871,2194,19800,45,1,No
4300,0.97,349,2068,39800,31,2,No
6400,0.97,819,3169,11400,34,2,No
5700,0.97,1069,7501,43000,48,4,Yes
4300,0.97,1637,2331,21400,35,1,No
2100,0.97,3747,1869,30400,67,8,Yes
4100,0.97,528,2344,39000,44,2,No
2600,0.97,1687,5097,61400,36,2,Yes
4600,0.97,586,1760,8400,51,8,No
2900,0.97,475,2100,12900,48,3,No
3000,0.97,4440,5170,53000,21,2,Yes
3500,0.97,639,42,42400,29,2,No
2800,0.97,92,2423,26700,23,8,No
3500,0.97,805,1359,16300,44,3,No
3600,0.97,2165,1591,34200,59,8,Yes
7100,0.97,5769,6418,47600,38,3,Yes
2500,0.97,1235,674,33100,39,4,No
2100,0.97,1147,1589,23500,22,2,No
7800,0.97,1363,6122,68500,41,5,Yes
3700,0.97,4347,2199,28000,33,3,Yes
3600,0.97,1043,2404,32100,43,5,No
6300,0.97,3085,2907,41200,28,0,Yes
6300,0.97,2906,7054,19800,51,1,Yes
5800,0.97,3639,3756,63400,45,1,Yes
3800,0.97,961,8788,36000,51,1,Yes
4400,0.97,1739,6063,59800,33,2,Yes
3700,0.97,2679,3006,47000,23,1,Yes
5400,0.97,2827,6287,40200,62,3,Yes
3400,0.97,662,3984,0,43,2,No
2600,0.97,256,2745,11100,39,2,No
1800,0.97,1714,2360,12800,37,8,No
9700,0.97,3436,2421,23200,39,2,Yes
4800,0.97,865,532,31500,53,0,Yes
3700,0.97,1143,2647,0,29,8,No
3400,0.97,1496,1851,17900,42,6,No
4500,0.97,4616,4390,56900,18,0,Yes
2400,0.97,2791,3675,29800,40,2,Yes
2300,0.97,1739,911,24500,47,1,No
4600,0.97,2648,3028,21000,53,2,No
4200,0.97,752,2045,0,63,3,No
6500,0.97,4005,2432,43500,21,4,Yes
2300,0.97,2945,3568,38300,23,1,Yes
2100,0.97,650,1159,10300,48,8,No
2400,0.97,2173,2988,48800,60,3,Yes
3700,0.97,1302,3606,21000,57,7,No
8900,0.97,2512,5493,8900,36,7,Yes
5900,0.97,2184,5544,7900,32,5,Yes
2700,0.97,565,1715,0,23,1,No
1900,0.97,682,3284,24400,50,1,No
4500,0.97,565,6627,27300,44,4,Yes
4300,0.97,568,1037,46400,45,7,Yes
4800,0.97,2223,2309,0,58,8,No
2800,0.97,1854,2576,21000,69,5,No
3400,0.97,554,3290,25500,64,8,No
1100,0.97,3965,617,34700,28,1,Yes
5200,0.97,71,3845,33100,31,6,Yes
5700,0.97,835,2520,27000,49,3,Yes
2800,0.97,214,2319,27500,71,8,No
4200,0.97,3598,1935,32700,62,8,Yes
8100,0.97,2179,5428,23700,45,1,Yes
3600,0.97,761,2060,18900,51,8,No
4700,0.97,771,4139,32600,46,2,Yes
2600,0.97,474,2348,12700,54,5,No
4300,0.97,574,6546,43000,44,1,Yes
1900,0.97,1015,3102,21700,45,8,No
2200,0.97,1470,1352,24400,46,4,No
3700,0.97,252,2987,25700,19,8,No
7500,0.97,1047,4585,29700,61,3,Yes
4700,0.97,714,1997,24600,47,8,No
5000,0.97,2218,5284,38600,47,8,Yes
2000,0.97,3446,9642,52600,44,0,Yes
3000,0.97,1728,2770,34900,36,5,No
3500,0.97,1159,1887,0,35,2,No
3600,0.97,4488,4544,54400,30,5,Yes
7700,0.97,3587,1745,26000,31,3,Yes
4000,0.97,2836,1701,7800,60,1,Yes
2700,0.97,6490,1610,33800,33,5,Yes
2000,0.97,2505,1824,35300,41,4,Yes
6600,0.97,3450,1568,28200,54,5,Yes
8000,0.97,1946,8229,33300,63,8,Yes
3200,0.97,1987,3270,42800,41,3,Yes
3700,0.97,6005,2912,29300,63,2,Yes
9300,0.97,3,4116,49100,56,3,Yes
1200,0.97,1415,2564,38500,63,1,No
2500,0.97,1382,2446,0,18,6,No
5100,0.97,2953,1635,27600,40,3,Yes
5000,0.97,1035,4890,33800,42,1,Yes
2100,0.97,1019,783,27600,51,2,No
1700,0.97,1176,3012,11300,26,5,No
3700,0.97,605,955,20900,40,7,No
4400,0.97,122,9315,53500,56,2,Yes
3300,0.97,1021,1772,21800,63,8,No
2900,0.97,1005,7204,31500,56,4,Yes
3500,0.97,5757,2217,41700,40,1,Yes
5900,0.97,2696,6345,25000,46,7,Yes
2800,0.97,1505,823,20200,46,3,No
2100,0.97,1290,2049,26300,40,4,No
6100,0.97,1082,1469,0,39,8,No
5600,0.97,1603,3196,24600,44,7,No
5800,0.97,6180,554,7700,36,2,Yes
5700,0.97,937,542,0,38,2,No
2700,0.97,1580,5544,26800,39,3,Yes
1500,0.97,1035,653,33100,44,1,No
5800,0.97,3051,2541,31900,46,8,Yes
8700,0.97,433,2927,0,60,5,No
4400,0.97,489,1842,0,43,4,No
